Titre,URI de la circulaire,Identifiant unique de la circulaire,Type de document,Autres Références,Référence,Statut du texte,Lien vers le texte,Lien vers les annexes,Télécharger le document,Lien vers les annexes,Date de signature,Nature,Code SIAF,Date de signature ou de publication,Services administratifs concernés,Producteur(s),Date de modification,Date d'abrogation,Texte abrogatoire,Domaine archivistique,Contexte historique,Domaines (mots matières),Typologie documentaire,Domaines d'action,Modifie le(s) texte(s) suivant(s),Modifié par les textes suivants,Abroge le(s) texte(s) suivant(s)
Note d'information concernant la Publication du Programme TECH.GOUV par la direction interministérielle du numérique et du système d'information et de communication de l'Etat (DINSIC),https://francearchives.gouv.fr/circulaire/DGP_SIAF_2019_005,DGP_SIAF_2019_005,,,,ponctuel,,,https://francearchives.gouv.fr/file/4d6d7f92725d6f0bd69e4ac489325a1170a6a140/DGP_SIAF_2019_005.pdf,,,Note d'information,DGP/SIAF/2019/005,10/10/2019,,,,,,Archivage numérique,,,,,,,
Note d'information sur le dispositif culturel des Micro-folies,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2019_006,DGP_SIAF_2019_006,,,,ponctuel,,,https://francearchives.gouv.fr/file/b113c7062be52d2691113d065495dbd0ec79c3b3/Note%20DGP_SIAF_2019_006%20sur%20les%20Micro-folies.pdf,,,Note d'information,DGP/SIAF/2019/006,15/10/2019,,,,,,Action culturelle et pédagogique,,culture,,,,,
Note d'information concernant le transfert des archives papier des caisses de l'ex-régime social des indépendants (RSI),https://francearchives.gouv.fr/circulaire/DGP_SIAF_2019_008,DGP_SIAF_2019_008,,,,en vigueur,,,https://francearchives.gouv.fr/file/9da083dddc2a3a85cd3ac60755bbb4a0cefbf35f/DGP_SIAF_2019_008.pdf,https://francearchives.gouv.fr/file/51335ae1789065ce35632bd7aa482a99a737f95a/DGP_SIAF_2019_008_Convention_de_garde_et_de_gestion.pdf; https://francearchives.gouv.fr/file/69dcd049fcad829164e24eb576b120d8044d53b6/DGP_SIAF_2019_008_Convention_de_transfert.pdf; https://francearchives.gouv.fr/file/e2bb6d5adfce43273395c9185903ecd5cfc52beb/DGP_SIAF_2019_008_lettre_reseau_RSI.pdf,,Note d'information,DGP/SIAF/2019/008,18/10/2019,,,,,,Préparation de la collecte,,protection sociale,,,DGP_SIAF_2011_016,,
Archives des associations socio-judiciaires produites dans le cadre des procédures pénales,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2019_007,DGP_SIAF_2019_007,,,,en vigueur,,,https://francearchives.gouv.fr/file/dc0154785b20e5750e18ff37ef54abf47d8586be/DGP_SIAF_2019_007.pdf,,,Préconisations de sélection,DGP/SIAF/2019/007,18/10/2019,,,,,,Circulaire de tri,,justice,,,,,
Préconisations relatives au récolement des archives communales à effectuer suite aux élections municipales des 15 et 22 mars 2020,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2019_009,DGP_SIAF_2019_009,,,,en vigueur,,,https://francearchives.gouv.fr/file/4f79a7a887a27395714f06678d3a196ca888e5ff/DGP_SIAF_2019_009.pdf,https://francearchives.gouv.fr/file/bd606eccf963e0febdded4af88f580ae515d5a3a/DGP_SIAF_2019_009_pv_recolement.pdf,,Préconisations,DGP/SIAF/2019/009,01/12/2019,,,,,,Récolement,,,,,,,DGP_SIAF_2014_002
Préconisations de gestion et de sélection relatives aux archives des caisses d'allocations familiales (CAF),https://francearchives.gouv.fr/circulaire/DGP_SIAF_2020_001,DGP_SIAF_2020_001,,,,en vigueur,,,https://francearchives.gouv.fr/file/b4e9e7fe3097c73af0fa0ebf625f194135f53ba0/DGP_SIAF_2020_001.pdf,https://francearchives.gouv.fr/file/9e8ae278eeb9703cdc5295db9a12851315909317/DGP_SIAF_2020_001_annexe_Fiche_evaluation_CNAF.pdf,,Préconisations,DGP/SIAF/2020/001,12/10/2020,,,,,,Circulaire de tri,,,,,,,
Fiche pratique sur la gestion des archives des associations membres de la Fédération nationale des services sociaux spécialisés (FN3S),https://francearchives.gouv.fr/circulaire/DGP_SIAF_2020_002,DGP_SIAF_2020_002,Fiche pratique du ministère de la Justice,,,en vigueur,,,https://francearchives.gouv.fr/file/01b9816b9ba7e5e38f7befe9a40376f3433f3e9c/DGP_SIAF_2020_002.pdf,,,,DGP/SIAF/2020/002,23/10/2020,,,,,,justice,,,,,,,
Fiche sur le délit de destruction d'archives publiques sans l'accord préalable de l'administration des archives,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2020_003,DGP_SIAF_2020_003,Fiche du ministère de la Justice,,,en vigueur,,,https://francearchives.gouv.fr/file/b7196d2ad223132256327d67efefb9378d0fb815/DGP_SIAF_2020_003.pdf,,,,DGP/SIAF/2020/003,30/11/2020,,,,,,Contrôle scientifique et technique,,,,,,,
Note de rappel des règles de gestion des archives de la protection judiciaire de la jeunesse,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2020_005,DGP_SIAF_2020_005,,,,ponctuel,,,https://francearchives.gouv.fr/file/b13e3a24887adec64a3da868480ca5d76108917c/DGP_SIAF_2020_005.pdf,,22/12/2020,,DGP/SIAF/2020/005,18/01/2021,,,,,,Circulaire de tri,,justice,,,,,
Mise en œuvre de la stratégie nationale de prévention et de protection de l’enfance 2020-2022 (engagement n°3) : modification du sort final des dossiers d'assistance éducative n°134 TGI,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2020_004,DGP_SIAF_2020_004,,,,en vigueur,,,https://francearchives.gouv.fr/file/57e4f87bdd141051a281a2ff27ba09c66f3a333e/DGP_SIAF_2020_004.pdf,,28/12/2020,,DGP/SIAF/2020/004,18/01/2021,,,,,,Circulaire de tri,,justice,,,DGP_SIAF_2019_004; DPACI_RES_2003_009,,
Gestion du cycle de vie et archivage des données et documents numériques produits dans le cadre des marchés publics,https://francearchives.gouv.fr/circulaire/DGPA_SIAF_2021_001,DGPA_SIAF_2021_001,,,,en vigueur,,https://www.gouvernement.fr/publications-et-ressources,https://francearchives.gouv.fr/file/eedd64138d2317deb04114024e5f8d0d88ee7d32/DGPA_SIAF_2021_001.pdf,https://francearchives.gouv.fr/file/b9b1dd448473846b5bcb18cb5e5ec075275b37f3/2exemplesdeprofils.7z; https://francearchives.gouv.fr/file/9217121b2c06c1ed468177d96b349b302e2a03fa/Annexe1_note_diaf_referentiel_conservation.pdf; https://francearchives.gouv.fr/file/a55581b91128d689900f518fa2afe6f4f2c5ca37/Annexe2_guide_archivage_electronique.pdf,,Instruction,DGPA/SIAF/2021/001,19/01/2021,,,,,,Circulaire de tri,,commande publique,,,DPACI/RES/2009/018,,
Protocole pour la gestion et la sélection des archives des Unions départementales d’associations familiales (Udaf),https://francearchives.gouv.fr/circulaire/DGPA_SIAF_2021_002,DGPA_SIAF_2021_002,,,,en vigueur,,,https://francearchives.gouv.fr/file/937facd3cb407c866c52230b1fd74663e4f05cda/DGPA_SIAF_2021_002.pdf,https://francearchives.gouv.fr/file/4d3ce13baa77cc8fef250bd59c689b8c41a15783/DGPA_SIAF_2021_002_annexe_strategie_archivage_unaf.pdf,,,DGPA/SIAF/2021/002,03/02/2021,,,,,,Circulaire de tri,,protection sociale,,,,,AD_98_2
Note sur l’archivage des dossiers de demandes d’autorisation d’urbanisme dans le cadre du programme Démat. ADS,https://francearchives.gouv.fr/circulaire/DGPA_SIAF_2021_003,DGPA_SIAF_2021_003,,,,en vigueur,,,https://francearchives.gouv.fr/file/5a18857ae1094a1ef3a79743eb9a6bb14f56e1d8/DGPA_SIAF_2021_003.pdf,https://francearchives.gouv.fr/file/addc53326c3acf2c2f6ea1c7451b08535aa977ae/DGPA_SIAF_2021_003_annexe_synthese_ADS.pdf,,,DGPA/SIAF/2021/003,19/07/2021,,,,,,Dématérialisation,,urbanisme; aménagement du territoire; autorisation d'urbanisme,,,,,
Collecte des archives de la politique d'éducation prioritaire (échelon local),https://francearchives.gouv.fr/circulaire/DGPA_SIAF_2021_005,DGPA_SIAF_2021_005,,,,en vigueur,,,https://francearchives.gouv.fr/file/65b35fec35a537e744dc56397c7bf4190ff3fafd/DGPA_SIAF_2021_005.pdf,https://francearchives.gouv.fr/file/06293a4d412fcfe36918c95a426cecbe5cc00510/DGPA_SIAF_2021_005_annexe_referentiel_education_prioritaire.pdf,,Préconisations,DGPA/SIAF/2021/005,21/07/2021,,,,,,Circulaire de tri,,,,,,,
Convention cadre entre le Service interministériel des Archives de France et l’Assurance maladie,https://francearchives.gouv.fr/circulaire/DGPA_SIAF_2021_004,DGPA_SIAF_2021_004,,,,en vigueur,,,https://francearchives.gouv.fr/file/ced040cdab40215ba397787580174d9ed15e3b63/Convention_cadre_CST_SIAF_CNAM_version_Sign%C3%A9e.pdf,,,Convention,DGPA/SIAF/2021/004,21/07/2021,Caisse nationale de l’Assurance maladie,CNAM,,,,Contrôle scientifique et technique,,protection sociale,,,,,
Archivage des données et documents numériques gérés par l'application Télérecours,https://francearchives.gouv.fr/circulaire/DGPA_SIAF_2021_006,DGPA_SIAF_2021_006,,,,en vigueur,,,https://francearchives.gouv.fr/file/11aac3b90d4924226df49e852d991f3d8129828c/DGPA_SIAF_2021_006.pdf,,,Préconisations,DGPA/SIAF/2021/006,26/07/2021,,,,,,Préparation de la collecte,,,,,,,
Mise en œuvre de la procédure d’accès anticipé par dérogation aux délais de communicabilité des archives publiques,https://francearchives.gouv.fr/circulaire/DGPA_SIAF_2021_007,DGPA_SIAF_2021_007,,,,en vigueur,,,https://francearchives.gouv.fr/file/9f9a6b73625e57c5aabc8bb768ddc91dc0ee4af1/DGPA_SIAF_2021_007.pdf,https://francearchives.gouv.fr/file/f71f5a8331cdb707a3ce1a6bdeb60a0789be9721/DGPA_SIAF_2021_007_annexe_formulaire.pdf,,Note d'information,DGPA/SIAF/2021/007,08/09/2021,,,,,,Communicabilité,,,,,,,AD_DEP_4630; DGP_SIAF_AACR_2010_10
"Protocole d'accord pour la destruction anticipée des documents papier numérisés et des données et documents numériques produits dans le cadre du programme ""Procédure pénale numérique"" (PPN)",https://francearchives.gouv.fr/circulaire/DGPA_SIAF_2021_008,DGPA_SIAF_2021_008,Protocole,,,en vigueur,,,https://francearchives.gouv.fr/file/27566e5a925ef54e24d30031a8ca9b00c0fe623a/20210915_protocole_PPN.pdf,,,,DGPA/SIAF/2021/008,15/09/2021,,,,,,Circulaire de tri,,justice,,,,,
Note d’information relative au cadre légal et réglementaire de l’externalisation de la conservation des archives publiques,https://francearchives.gouv.fr/circulaire/DGPA_SIAF_2022_01,DGPA_SIAF_2022_01,Note d'information,,,en vigueur,,,https://francearchives.gouv.fr/file/9f944896526de43d998efa04d6be0f59e14db632/Externalisation-mutualisation_archivage_2022-04-06_vdef.pdf,,07/04/2022,Note d'information,DGPA/SIAF/2022/01,07/04/2022,,,,,,Externalisation,,,,,,,DGP_SIAF_2018_001
Autorisation unique de destruction des formulaires de consentement parental à la vaccination contre le COVID-19,https://francearchives.gouv.fr/circulaire/DGPA_SIAF_2022_002,DGPA_SIAF_2022_002,,,,en vigueur,,,https://francearchives.gouv.fr/file/a539edf62ec00e509e708ba4ce11d3e898090113/20220712_note_DGPA_SIAF_2022_002.pdf,https://francearchives.gouv.fr/file/9be44ce0e3bd15ff8897f5df5d86d71b5b2deb81/20220711_grille_evaluation_archivistique_autorisations_parentales.pdf,,Instruction,DGPA/SIAF/2022/002,11/07/2022,,,,,,Autorisation unique d'élimination,,,,,,,
Publication des guides « Dossiers d’urbanisme : comment numériser pour bien archiver ? » ,https://francearchives.gouv.fr/circulaire/DGPA_SIAF_2022_003,DGPA_SIAF_2022_003,,,,en vigueur,,,https://francearchives.gouv.fr/file/6b237d2dbe4133510f2aee94b52602447b4795ac/20220718_DGPA_SIAF_2022_003_guide_urbanisme_num%C3%A9risation.pdf,https://francearchives.gouv.fr/file/d43f83cbbc466ac013cb2f544e964d68f2c7d52a/20220718_DGPA_SIAF_urbanisme_num%C3%A9risation_Guide_V2.pdf; https://francearchives.gouv.fr/file/773444b4d2085d5abf960b24576ed43d5414b8c8/20220718_DGPA_SIAF_urbanisme_questionnaire_evaluation_V2.pdf,,,DGPA/SIAF/2022/003,18/07/2022,,,,,,Dématérialisation,,,,,,,
Note d'information sur la destruction des dossiers individuels d'agents conservés par la direction générale des finances publiques,https://francearchives.gouv.fr/circulaire/DGPA_SIAF_2022_005,DGPA_SIAF_2022_005,Note d'information,,,en vigueur,,,https://francearchives.gouv.fr/file/6ca369b7d96e54693c5b0df11cbaffe375c5620e/20220720_DGPA_SIAF_005_deconcentration_dossier_individuel.pdf,https://francearchives.gouv.fr/file/1fd50aafd8f6bda6f1b6d04c240d60437fe32ce4/BOCP_Instruction_20101021_Dossiers_individuels_DGFIP_ref_10_24_V33.pdf; https://francearchives.gouv.fr/file/76a7eee62d51a38bbc7f143c8f6e8c05c5c29a66/Note_DGI_20050929_Dossiers_individuels_ref_PBO_C_1_05.pdf,20/07/2022,,DGPA/SIAF/2022/005,22/07/2022,,,,,,Elimination,,,,,,,
"Convention entre le Service interministériel des Archives de France, les Archives Nationales et le Groupe La Poste et Autorisations uniques d'élimination",https://francearchives.gouv.fr/circulaire/DGPA_SIAF_2022_006,DGPA_SIAF_2022_006,,,,en vigueur,,,https://francearchives.gouv.fr/file/c18e45f29aa5bff151725758860c29845fb04d37/Convention%20sign%C3%A9e%20entre%20le%20SIAF_Groupe%20La%20Poste.pdf,https://francearchives.gouv.fr/file/3e75817891ab7c926bc62cdcbce021b9fe7e7f99/20220329_AUE_2022-001_La%20Poste.pdf; https://francearchives.gouv.fr/file/da4045f624ee03735c9177b33809bac59f9f4a6a/20220607_AUE_2022-002_La%20Poste.pdf; https://francearchives.gouv.fr/file/8d23b0067edc75f5f5323f21a4130ad906c93354/20220607_AUE_2022-002_fiche_evaluation_d%C3%A9placement.pdf; https://francearchives.gouv.fr/file/303d3811ddbdc2f8d87790c2f4df07b1bf0f385f/20221007_AUE_003_La_Poste.pdf; https://francearchives.gouv.fr/file/8de3500f97d1a7a61cfc57992be2c89dc9119949/20221007_fiche_evaluation_archivistique_AUE3_prestation_sociale.pdf; https://francearchives.gouv.fr/file/332bf9e5f66115087ac5b09a964956569e0a027c/20230213_AUE_2023_001_Annexe_Fiche_evaluation_arrets.pdf; https://francearchives.gouv.fr/file/20366449b285af55937818c72cd33fce21a0b8a2/20230213_AUE_2023_001_Annexe_Fiche_evaluation_heures_supplementaires.pdf; https://francearchives.gouv.fr/file/c349ea188017fe31603b203e2e854d4ecaf5d472/20230213_AUE_2023_001_La%2520Poste.pdf; https://francearchives.gouv.fr/file/dbe22df2f01aa4c23b2752b103b08bc0493948c2/20230221_fiche_evaluation_aides_pecuniaires.pdf; https://francearchives.gouv.fr/file/16de39b2f000a3d1a77bf5fe970be549517b454a/20231213_AUE_2023_003.pdf; https://francearchives.gouv.fr/file/931eb7ad0992e4b3bcd1c8dc261885ddb942b60b/20242901_fiche_evaluation_donnees_paie_VF.pdf; https://francearchives.gouv.fr/file/2f49d8e7be1fbe8157eb4d578ce07f0e77dc1aef/2024_001_AUE_LaPoste_Paie.pdf,,Convention,DGPA/SIAF/2022/006,01/08/2022,Groupe La Poste,,,,,Contrôle scientifique et technique,,poste,,,,,
Préconisations de sélection modifiant les règles de gestion des archives des greffes des tribunaux judiciaires en matière civile et pénale,https://francearchives.gouv.fr/circulaire/DGPA_SIAF_2022_007,DGPA_SIAF_2022_007,,,,en vigueur,,,https://francearchives.gouv.fr/file/563af3648b545ca99e795ea970edb938dfe404a9/DGPA_SIAF_2022_007_preconisations_archives_greffes_VF_20231004_publication.pdf,https://francearchives.gouv.fr/file/963a17f8d71ce43c8a46fe2f3e38aacb1d16060d/Annexe_1.1_ex-TI_consolide_VF_1.0_20221115_Publication.pdf; https://francearchives.gouv.fr/file/b63447d1b43f3dece8a6d3e71709df321a14f8ca/Annexe_1.2_TJ_consolide_VF_2.0_20221115_Publication.pdf; https://francearchives.gouv.fr/file/2094e1c5997f524550ecaac51f618ea837db102d/Annexe_1.3_CA_consolide_VF_2.0_20221115_publication.pdf; https://francearchives.gouv.fr/file/4b93db120c6e8389f4ca51ecf1a94f76bf014054/Annexe_1.4_CPH_consolide_VF_1.0_20221115_Publication.pdf; https://francearchives.gouv.fr/file/3589cf85a429b895ce56c3a92fb1aa8f1b7ed830/Annexe_1.5_cour_assises_consolide_VD_1.2_20221115_publication.pdf; https://francearchives.gouv.fr/file/923e29e9331d4df53980bb214dd141bc6856ef96/Annexe_2.1_fiche_evaluation_recouvrement_VF_1.0_20221115_publication.pdf; https://francearchives.gouv.fr/file/682dd37ea3e0c1f75483f98ef44f8a9bc186b7e3/Annexe_2.2_fiche_evaluation_protection_majeurs_VF_1.0_publication.pdf; https://francearchives.gouv.fr/file/3698f665d83ab8c029bb592f8b5e53d31614fe31/Annexe_2.3_fiche_evaluation_protection_mineurs_VF_1.0_20221115_publication.pdf; https://francearchives.gouv.fr/file/943d4045d19e538db3f68a47cbbca3f16a5da943/Annexe_2.4_fiche_evaluation_justice_mineurs_VF_1.0_20221115_publication.pdf; https://francearchives.gouv.fr/file/b5e59ce07100061f78a8d4c7bcc0cc31b832c413/Annexe_2.5_20220720_fiche_evaluation_jugement_infractions_VF_1.0_20221115_publication.pdf; https://francearchives.gouv.fr/file/f99c687f2477271e2658ccf39724fef1020ef5dc/Annexe_2.6_fiche_evaluation_methodologie_registres_audience_VF_1.0_20221115_publication.pdf,,Circulaire,DGPA/SIAF/2022/007,15/11/2022,,,,,,Circulaire de tri,,justice,,,DPACI/RES/2003/009; DPACI/RES/2008/011; DPACI/RES/2009/015,,
Convention cadre entre le Service interministériel des Archives de France et Enedis,https://francearchives.gouv.fr/circulaire/DGPA_SIAF_2022_008,DGPA_SIAF_2022_008,,,,en vigueur,,,https://francearchives.gouv.fr/file/a658f623504a00b9e6202b22c46e3a1bec069bf5/20221012_convention_enedis.pdf,https://francearchives.gouv.fr/file/f50a68993814d729709bacf3e19f86cb7862e00c/20220104_AUE_ENEDIS.pdf,12/10/2022,Convention,DGPA/SIAF/2022/008,18/11/2022,Enedis,,,,,Contrôle scientifique et technique,,,,,,,
"Evaluation, sélection et tri des archives de la gestion de la forêt et de l’Office national des forêts",https://francearchives.gouv.fr/circulaire/DGPA_SIAF_2022_009,DGPA_SIAF_2022_009,,,,en vigueur,,,https://francearchives.gouv.fr/file/1f38eba056d4493c261463a93f728fb77e89e452/DGPA_SIAF_009_20221118_gestion_de_la_foret_et_de_ONF_V1.pdf,https://francearchives.gouv.fr/file/14369176c147139da1292b7e738fbf356a411156/Annexe_1_Fiche_aide_evaluation_gestion_foret_V1_VF.pdf; https://francearchives.gouv.fr/file/e9bef3fb85b999d162176e1c3fdf458e765db1ec/Annexe_2_instruction_archives_ONF_INS-22-G-151_VF.pdf; https://francearchives.gouv.fr/file/c1956bbb7fed77c5adc37dcfab05d1a665d70492/Annexe_3_9200-22-ENR-DOC-005_TGA_V1_VF.pdf,18/11/2022,Circulaire,DGPA/SIAF/2022/009,25/11/2022,,,,,,Circulaire de tri,,,,,1988-ONF,,
Diffusion de la note 2022_22024_DG75-F620 du 08/09/2022 de la direction générale de l’Institut national de la statistique et des études économiques relative à l’Archivage et la destruction des documents et données relatifs aux enquêteurs et enquêtes auprès des ménages en Direction régionale,https://francearchives.gouv.fr/circulaire/DGPA_SIAF_2022_010,DGPA_SIAF_2022_010,,,,en vigueur,,,https://francearchives.gouv.fr/file/c70f5226577d178e50fc4cbb8f93d4c864900875/DGPA_SIAF_010_20221123_direction_regionale_INSEE_VF.pdf,https://francearchives.gouv.fr/file/7e9c7b531187d9a778d3359a50ed562274f2c491/2022_22024_DG75-F620.pdf,23/11/2022,,DGPA/SIAF/2022/010,28/11/2022,,,,,,Circulaire de tri,,,,,,,
Circulaire relative à la procédure d'accès aux actes et registres de l'état civil datant de moins de soixante-quinze ans par les généalogistes professionnels,https://francearchives.gouv.fr/circulaire/DGPA_SIAF_2022_011,DGPA_SIAF_2022_011,,,MICC2237318C,en vigueur,,,https://francearchives.gouv.fr/file/3985f2e59c95872128707dae6c978fef82a9f412/DGPA_SIAF_2022_011.pdf,https://francearchives.gouv.fr/file/23d6ebfb30df10f73225a08a604e781d0808b4df/DGPA_SIAF_2022_011_formulaire.pdf,,Circulaire,DGPA/SIAF/2022/011,04/01/2023,,,,,,communicabilité,,,,,,,AD 91-9; DGP/SIAF/AACR/2010/006
Note relative à l'archivage des mains-courantes informatisées produites par les commissariats,https://francearchives.gouv.fr/circulaire/DGPA_SIAF_2023_002,DGPA_SIAF_2023_002,,,,en vigueur,,,https://francearchives.gouv.fr/file/c943e69939a414d95a5cbb9b9ee1c5f1d010bfcf/DGPA_SIAF_2023_002.pdf,https://francearchives.gouv.fr/file/3699f27bf6b21495acfd631d6d4bb8d7c7fc727b/1.MCI_fiche.pdf; https://francearchives.gouv.fr/file/1a4fce183a477383fbff2ffcf78c177eacae33f7/2.DCSP_message-a-DZSP_archivage-MCI.pdf; https://francearchives.gouv.fr/file/12623269dd629677ea6ccb14fc4d02692ecc6ea8/3.MCI.v.6.11.7_Archivage.pdf,,Note d'information,DGPA/SIAF/2023/002,22/03/2023,,,,,,Collecte,,police; main courante,,,,,
