Titre,URI de la circulaire,Identifiant unique de la circulaire,Type de document,Autres Références,Référence,Statut du texte,Lien vers le texte,Lien vers les annexes,Télécharger le document,Lien vers les annexes,Date de signature,Nature,Code SIAF,Date de signature ou de publication,Services administratifs concernés,Producteur(s),Date de modification,Date d'abrogation,Texte abrogatoire,Domaine archivistique,Contexte historique,Domaines (mots matières),Typologie documentaire,Domaines d'action,Modifie le(s) texte(s) suivant(s),Modifié par les textes suivants,Abroge le(s) texte(s) suivant(s)
Traitement des archives des directions départementales de l'équipement (DDE),https://francearchives.gouv.fr/circulaire/AD_98_5,AD_98_5,,,,en vigueur (partiellement abrogée / modifiée),,,https://francearchives.gouv.fr/file/5551815d565355c3207837fa10105f260daa361d/static_5327.pdf,,,Circulaire,AD 98-5,19/06/1998,Département. Direction départementale de l'équipement,DDE,25/07/2011,,,Circulaire de tri,,environnement; équipement,,,AD_13016_5988,DGPA_SIAF_2023_010; DGP_SIAF_2011_014; DGP_SIAF_2012_013,
Définition et gestion des archives des juridictions administratives,https://francearchives.gouv.fr/circulaire/AD_98_7,AD_98_7,Circulaire du ministre de la justice,SG 1114,,en vigueur (partiellement abrogée / modifiée),,,https://francearchives.gouv.fr/file/39461f0cc60cac5a8039e5343ef541fdcd66df37/static_765.pdf,,,Circulaire,AD 98-7,03/07/1998,"France. Cour administrative d'appel (commune, département)
France. Tribunal administratif (chef-lieu de département)",CAATA,23/06/2000,,,Circulaire de tri,,justice,,,,AD_DEP_981; DPACI_RES_2009_019,
Tri et conservation des documents produits ou reçus par les commissariats de police,https://francearchives.gouv.fr/circulaire/AD_98_4,AD_98_4,,,INTC9800156C,en vigueur (partiellement abrogée / modifiée),,,https://francearchives.gouv.fr/file/9db486df3cf145650024a137583bb9a29cd072e1/static_810.pdf,,,Circulaire,AD 98-4,06/07/1998,"France. Commissariat de police (commune, département)",,28/10/2011,,,Circulaire de tri,,police,,,,DGP_SIAF_2011_024,
Traitement des archives produites dans le cadre de l'aide sociale en faveur des mineurs,https://francearchives.gouv.fr/circulaire/AD_98_6,AD_98_6,,,,en vigueur,,,https://francearchives.gouv.fr/file/40e71ee717b405559d6da918d47e6b4912737aec/static_938.pdf,,,Circulaire,AD 98-6,06/07/1998,"Département. Direction des affaires sanitaires et sociales
Département. Service départemental de l'aide sociale à l'enfance ;
Département. Service départemental de la protection maternelle et infantile",DDASSASEPMI,,,,Circulaire de tri,,protection sociale,,,,,
Versement aux Archives départementales des archives des Conseils départementaux et régionaux de l'Ordre des médecins pour la période 1940-1945,https://francearchives.gouv.fr/circulaire/AD_DEP_1207,AD_DEP_1207,,,,ponctuel,,,https://francearchives.gouv.fr/file/ca553884963200bd3308cdc696f59e58644b7b3f/static_939.pdf,,,Note,AD/DEP 1207,07/07/1998,Ordre national des médecins (France). Conseil départemental ; Ordre national des médecins (France). Conseil régional,ONM,,,,Circulaire de tri,Guerre 1939-1945,santé,,,,,
Classement et cotation des archives dans les services d'archives départementales,https://francearchives.gouv.fr/circulaire/AD_98_8,AD_98_8,,,,en vigueur,,,https://francearchives.gouv.fr/file/55a9f131eb79f5dfc03286315ce29e385429f352/static_1090.pdf,,,Circulaire,AD 98-8,18/12/1998,Département. Archives départementales,,,,,Circulaire de tri,,collectivité locale; culture,,,AD_11987_7406,,AD_70_1
Archives produites dans le cadre des attributions juridictionnelles et consultatives du Conseil l'État,https://francearchives.gouv.fr/circulaire/SG_22,SG_22,Circulaire du Conseil d'État,SG 22,,en vigueur (partiellement abrogée / modifiée),,,https://francearchives.gouv.fr/file/412001947c059b63a449f006bb3a1b6f72fe12e2/SG_22.pdf,,08/01/1999,,,08/01/1999,France. Conseil d'État (1799-....),,19/01/2009,,,Circulaire de tri,,justice,,,,CONSEIL_ETAT_2009_01_19,
Traitement des archives produites dans le cadre du revenu minimum d'insertion (RMI),https://francearchives.gouv.fr/circulaire/AD_99_1,AD_99_1,,,,caduc,,,https://francearchives.gouv.fr/file/8995272482c2f95e12272d4c3f99b1a90b7d53df/static_932.pdf,,,Instruction,AD 99-1,02/04/1999,"Département. Direction des affaires sanitaires et sociales
Commune (département).
Caisse d'allocations familiales (département),
Mutualité sociale agricole (département)
Commune (département).
Commune (département). Centre communal d'action sociale",DDASSCAFMSACCAS,12/06/2009,,,Circulaire de tri,,protection sociale,,,,DITN_RES_2009_008,
Durée de conservation des dossiers présentés par les entreprises soumissionnaires non retenues,https://francearchives.gouv.fr/circulaire/AD_DEP_845,AD_DEP_845,,,PRMX9803123C,en vigueur (partiellement abrogée / modifiée),,,https://francearchives.gouv.fr/file/8db8e78310a1b15d8d4c924f5602be4e12d29f6c/circulaire_19981230.pdf,,30/12/1998,Circulaire,AD/DEP 845,15/04/1999,,,,,,Circulaire de tri,,finances publiques,marché public,,,Décret n°2016-360 du 25 mars 2016 relatif aux marchés publics,
Conservation des dossiers de personnes inscrites au répertoire des métiers,https://francearchives.gouv.fr/circulaire/AD_DEP_1753,AD_DEP_1753,,,,abrogée,,,https://francearchives.gouv.fr/file/7c70b68f15b0d4d8fb327a2eb8a209c8d96e8083/static_935.pdf,,,Note,AD/DEP 1753,30/08/1999,Chambre de métiers (département),,,31/03/2009,DPACI_RES_2009_008|,Circulaire de tri,,économie,répertoire des métiers,,AD_94_5,,
Traitement des archives des théâtres publics,https://francearchives.gouv.fr/circulaire/AD_99_2,AD_99_2,,,,en vigueur,,,https://francearchives.gouv.fr/file/fd33e636533fcae0ba8e258673616bb43b125b38/static_933.pdf,https://francearchives.gouv.fr/file/11e97a82e78e5f6b0c6a936cb5a209d7f7733472/AD99-2_tableau_gestion.pdf,,Circulaire,AD 99-2,30/12/1999,"Théâtre nom (commune, département)",,,,,Circulaire de tri,,culture,,,,,
"Conservation, traitement et communication des archives des organismes de sécurité sociale",https://francearchives.gouv.fr/circulaire/AD_2000_1,AD_2000_1,,,,en vigueur,,,https://francearchives.gouv.fr/file/57b29ead61c4718259cd6bbb3c687559121904ef/static_2077.pdf,https://francearchives.gouv.fr/file/486c53e608e392b84770648774929c82aa0e89f8/static_3249.pdf,,Circulaire,AD 2000-1,12/01/2000,Organisme de sécurité sociale,,,,,Circulaire de tri,,protection sociale,,,,,
"Relevé des textes déterminant les durées d'utilité administratives et les règles de conservation des archives publiques, 1958-1999",https://francearchives.gouv.fr/circulaire/AD_DEP_82,AD_DEP_82,,,,caduc,,,https://francearchives.gouv.fr/file/7deceb779683fbf0581f878d28c4bc776d3ab272/AD_DEP_82.pdf,,,Note,AD/DEP 82,25/01/2000,,,,,,Ensemble des domaines,,administration,,,,,
Versement aux Archives départementales des archives des directions régionales et départementales des renseignements généraux antérieures au 1er janvier 1946,https://francearchives.gouv.fr/circulaire/AD_DEP_404,AD_DEP_404,,,,caduc,,,https://francearchives.gouv.fr/file/3fc9f2309c66f946e3ec78282c8dbfe38a6358b6/AD_DEP_404.pdf,,,Note,AD/DEP 404,22/03/2000,"Département. Direction départementale des renseignements généraux
Région. Direction régionale des renseignements généraux",DDRGDRRG,,,,Circulaire de tri,,police,,,,,
Additif à la circulaire AD 98-7 du 3 juillet 1998 relative aux archives des juridictions administratives,https://francearchives.gouv.fr/circulaire/AD_DEP_981,AD_DEP_981,,,,abrogée,,,https://francearchives.gouv.fr/file/8cd0ff2b49e4962fcb806c15a4f4c6051267ff40/static_766.pdf,,,Instruction,AD/DEP 981,23/06/2000,"France. Tribunal administratif (chef-lieu de département)
France. Cour administrative d'appel (commune, département)",CAATA,10/08/2009,,,Circulaire de tri,,justice,,,AD_98_7,DPACI_RES_2009_019,
Archives des services déconcentrés de la direction générale des impôts relatives à la Seconde Guerre mondiale,https://francearchives.gouv.fr/circulaire/AD_DEP_1346,AD_DEP_1346,,,,caduc,,,https://francearchives.gouv.fr/file/e981bd8d80271dbb22b199947afd1fbb37a67a02/AD_DEP_1346.pdf,,,Note,AD DEP/1346,10/10/2000,France. Direction générale des impôts (Services déconcentrés),DGI,,,,Circulaire de tri,Guerre 1939-1945,finances publiques; guerre,,,,,
Tri et conservation des documents produits ou reçus par les directions interdépartementales des anciens combattants et les directions départementales de l'Office national des anciens combattants (ONAC),https://francearchives.gouv.fr/circulaire/AD_2000_3,AD_2000_3,Circulaire,DEF/SGA/DMPA/SDAB/n° 849,,en vigueur (partiellement abrogée / modifiée),,,https://francearchives.gouv.fr/file/52204ed02ebc442ad26ce920080ed991b790c8b9/static_929.pdf,,,Circulaire,AD 2000-3,26/10/2000,Ressort. Direction interrégionale des anciens combattants,ONAC,,31/12/2008,"DPACI_RES_2008_012|(abroge le tableau n°2)
DPACI_RES_2009_014|(abroge le tableau n°1)",Circulaire de tri,,guerre; armée,,,,,
Traitement des archives des directions départementales de l'agriculture et de la forêt : dossiers d'aide aux agriculteurs,https://francearchives.gouv.fr/circulaire/AD_2000_2,AD_2000_2,Circulaire,SCOM/DRDOC/C 2000-9501,,en vigueur,,,https://francearchives.gouv.fr/file/49c610dad65e32a140f739e832f069d5076b6440/static_931.pdf,,,Circulaire,AD 2000-2,31/10/2000,Département. Direction départementale de l'agriculture et de la forêt,DDAF,,,,Circulaire de tri,,agriculture,dossier individuel,financement,AD_72_3,,
"Mesures à prendre, en matière d'archives, à la suite des élections cantonales et municipales",https://francearchives.gouv.fr/circulaire/AD_DEP_1603,AD_DEP_1603,,,,en vigueur,,,https://francearchives.gouv.fr/file/3acd1a9675f0d4db261123f9abc235c2d9171b8d/AD_DEP_1603.pdf,,,Note,AD/DEP 1603,29/12/2000,Commune (département),,,,,Circulaire de tri,,élection,,,,,
Facilité d’accès aux archives accordées aux membres de la commission d’indemnisation des victimes de spoliations intervenues du fait des législation antisémites en vigueur sous l’Occupation,https://francearchives.gouv.fr/circulaire/AD_DEP_465,AD_DEP_465,,,,en vigueur,,,https://francearchives.gouv.fr/file/c7549d5816b62d4eaf3a2430edb88e5f4f627a2b/ad-dep-465.pdf,,,Circulaire,AD/ADP - 465 ,02/05/2001,,,,,,Communicabilité,Guerre 1939-1945,population; guerre; culture,,,,,
Traitement des documents produits ou reçus par les directions régionales et départementales des renseignements généraux,https://francearchives.gouv.fr/circulaire/AD_2001_1,AD_2001_1,,,,en vigueur (partiellement abrogée / modifiée),,,https://francearchives.gouv.fr/file/673039804617cf8ba9e850f7b0772598cd0de96d/static_809.pdf,,,Circulaire,AD 2001-1,03/07/2001,"Département. Direction départementale des renseignements généraux
Région. Direction régionale des renseignements généraux",DDRGDRRG,22/03/2010,,,Circulaire de tri,,police,,,,DGP_SIAF_2010_008,
Tableaux de gestion des archives des entités territoriales de la Poste,https://francearchives.gouv.fr/circulaire/AD_2001_3_AD_01_3,AD_2001_3_AD_01_3,,,,en vigueur (partiellement abrogée / modifiée),,,https://francearchives.gouv.fr/file/88f69746b3e4fc21519d036e0d95adbfbc18e92a/static_784.pdf,,,Circulaire,AD 2001-3 (AD 01-3),10/08/2001,La Poste,,01/08/2003,,,Circulaire de tri,,poste; communications,,,,DPACI_RES_2003_007,
Gestion des archives de la Gendarmerie nationale,https://francearchives.gouv.fr/circulaire/AD_2001_4,AD_2001_4,,,,en vigueur,,,https://francearchives.gouv.fr/file/9f40e327345995ce178dcfc7969b44a9da43abf3/circulaire_AD_2001_04.pdf,,,Circulaire,AD 2001-4,13/12/2001,"France. Brigade et compagnie de gendarmerie (commune chef-lieu, département) ; France. Groupement de gendarmerie (département)",,,,,Circulaire de tri,,gendarmerie; police,,,,,AD_86_4
Traitement des archives des structures locales et régionales de l'Agence nationale pour l'emploi (ANPE),https://francearchives.gouv.fr/circulaire/AD_2002_1,AD_2002_1,,,,caduc,,,https://francearchives.gouv.fr/file/4dfd23d4d3d3700b56cc5e560e7705c25e0c8db2/static_834.pdf,,,Circulaire,AD 2002-1,08/03/2002,"Agence nationale pour l'emploi (France). Délégation régionale (région)
Agence nationale pour l'emploi (France). Délégation départementale (département)
Agence nationale pour l'emploi (France). Agence Dénomination (commune, département)",ANPE,25/11/2011,,,Circulaire de tri,,emploi,,,,DGP_SIAF_2011_023,AD_87_3; AD_88_5
Versement des archives des services déconcentrés de l'Office national des forêts (ONF),https://francearchives.gouv.fr/circulaire/DPACI_RES_2002_001,DPACI_RES_2002_001,,,,ponctuel,,,https://francearchives.gouv.fr/file/ac733d494cf63255f97f3b0a25bb67e6924f17e7/static_923.pdf,,,Instruction,DPACI/RES/2002/001,05/06/2002,Office national des forêts (France),ONF,,,,Préparation de la collecte,,environnement; agriculture,,,,,
Etude sur les bâtiments d'archives en France (1986-2001),https://francearchives.gouv.fr/circulaire/AD_2002_4_20020606,AD_2002_4_20020606,,,,caduc,,,https://francearchives.gouv.fr/file/f7e360a662b2403cb62e36abd395c54bf05774e0/AD_2002_4_20020606.pdf,,,Circulaire,AD 2002/4,06/06/2002,,,,,,Bâtiment d'archives,,,,,,,
"Description archivistique informatisée, XML et la DTD (EAD)",https://francearchives.gouv.fr/circulaire/DITN_RES_2002_001,DITN_RES_2002_001,,,,en vigueur,,,https://francearchives.gouv.fr/file/76e5e6d77e3876dcb8ff0418a6908fc69685d59b/Note_DITN_RES_2002_001_21_06_2002.pdf,,,Note,DITN/RES/2002/001,21/06/2002,,,,,,Description archivistique,,,,,,,
Coopération avec les représentants du CAPEA/CNAHES en matière de collecte des archives des associations relevant de l'instruction spécialisée,https://francearchives.gouv.fr/circulaire/DPACI_RES_2002_004,DPACI_RES_2002_004,,,,en vigueur,,,https://francearchives.gouv.fr/file/304e030324b69b58d7c4a0f80039bcd2231ce937/static_925.pdf,,,Instruction,DPACI/RES/2002/004,28/10/2002,Conservatoire national des archives et de l'histoire de l'éducation spécialisée et de l'action sociale (France),CNAHES,,,,Enquête/Partenariat,,protection sociale; enseignement,,,,,
Instruction sur la sécurité des documents et la prévention des vols dans les services d’archives publics,https://francearchives.gouv.fr/circulaire/DPACI_RES_2002_006,DPACI_RES_2002_006,,,,en vigueur,https://francearchives.fr/file/6d362e8cbe78d2147dfe1a776d2543d55a349dda/static_2060.pdf,,,,,,DPACI/RES/2002/006,27/11/2002,,,,,,Ensemble des domaines,,,,,,,
Enquête relative aux dessins et modèles de fabrique ,https://francearchives.gouv.fr/circulaire/DPACI_RES_2002_007,DPACI_RES_2002_007,,,,ponctuel,,,https://francearchives.gouv.fr/file/69135448534d08aab951c901afe79702943b131f/DPACI_RES_2002_007.pdf,,,,DPACI/RES/2002/007 ,28/11/2002,,,,,,Préparation de la collecte,,,,,,,
 Questionnaire relatif au versement des registres du commerce et des sociétés conservés par les greffes des tribunaux de commerce ou les greffes des tribunaux de grande instance disposant de compétences commerciales ,https://francearchives.gouv.fr/circulaire/DPACI_RES_2002_008,DPACI_RES_2002_008,,,,ponctuel,,,https://francearchives.gouv.fr/file/45dd577368d682f0230f5f673556d900068cfa0a/static_777.pdf,,,Circulaire,DPACI/RES/2002/008,05/12/2002,"- France. Tribunal de commerce (commune, département)",TC,,,,Enquête/Partenariat,,justice; économie,registre du commerce et des sociétés,,,,
Instruction sur l'application de la circulaire du 2 novembre 2001 relative à la gestion des archives dans les services et établissements publics de l'Etat,https://francearchives.gouv.fr/circulaire/DPACI_RES_2002_005,DPACI_RES_2002_005,,DPACI/RES/2002/005,,ponctuel,,,https://francearchives.gouv.fr/file/c00035c0c5df1e1de1d891ffa6b3710919db0bc4/DPACI_RES_2002_005.pdf,,,,,17/12/2002,,,,,,Contrôle scientifique et technique,,,,,,,
Étude statistique des demandes de dérogation aux règles de communicabilité des archives publiques formulées en 2002,https://francearchives.gouv.fr/circulaire/DPACI_RES_2003_002,DPACI_RES_2003_002,,,,ponctuel,,https://francearchives.fr/fr/article/38082,https://francearchives.gouv.fr/file/363893741ddd11b75c8a64abad266c3032447a8a/DPACI_RES_2003_002.pdf,,,Note d'information,DPACI/RES/2003/002,18/02/2003,,,,,,Communicabilité,,,,,,,
"Reversement aux Archives départementales des registres matricules du recrutement militaire, classe 1930 ",https://francearchives.gouv.fr/circulaire/DPACI_RES_2003_003,DPACI_RES_2003_003,,,,ponctuel,,,https://francearchives.gouv.fr/file/5222f5bbd4003ffc33d8bc620579a5c2d0056e56/static_920.pdf,,,Instruction,DPACI/RES/2003/003,25/02/2003,"France. Centre du service national France. Bureau du service national (commune, département)",,,,,Circulaire de tri,,armée,registre matricule,,,,
Préparation de l'archivage des documents du recensement de 1999 et constitution de l'échantillon géographique permanent (EGP),https://francearchives.gouv.fr/circulaire/060_F101_104_H110,060_F101_104_H110,Notes du directeur général de l'INSEE,"060/F101
104/H110",,caduc,,,,,12/05/2003,Note,,12/05/2003,Institut national de la statistique et des études économiques (France). Direction régionale (chef-lieu de région),INSEE,,14/08/2009,INSEE_603_DG75_H110_1739_DG75_F501|,Circulaire de tri,,population,,,,,AD_DEP_1975
Modifications de la circulaire interministérielle AD 93-2 : Traitement et conservation des titres de circulation dans les préfectures et les sous-préfectures (17 mars 1993),https://francearchives.gouv.fr/circulaire/DPACI_RES_2003_006,DPACI_RES_2003_006,Résolution,sans référence,INTD0300065C,en vigueur,,,https://francearchives.gouv.fr/file/6f1b0ddc836e6aa106467f2cd598fc7d91f2575b/static_786.pdf,,11/06/2003,Instruction,DPACI/RES/2003/006,30/07/2003,Département. Préfecture,,,,,Circulaire de tri,,police administrative,titre de circulation,,AD_93_2,,
Information sur l'opération de la Direction du réseau grand public et le Service national des archives de la Poste,https://francearchives.gouv.fr/circulaire/DPACI_RES_2003_007,DPACI_RES_2003_007,,,,en vigueur,,,https://francearchives.gouv.fr/file/61494bef36a68dd836165257aa8e9072b7f451b3/static_783.pdf,,,Instruction,DPACI/RES/2003/007,01/08/2003,La Poste,,,,,Circulaire de tri,,poste; communications,,,,,
Archivage des documents du recensement de population de 1999,https://francearchives.gouv.fr/circulaire/DPACI_RES_2003_008,DPACI_RES_2003_008,Instruction du directeur général de l'INSEE,170/H110,,caduc,,,https://francearchives.gouv.fr/file/0258dad3c9007261bef017372666e8d7296b6fd3/static_821.pdf,,27/08/2003,Instruction,DPACI/RES/2003/008,27/08/2003,Institut national de la statistique et des études économiques (France). Direction régionale (chef-lieu de région),INSEE,,,,Circulaire de tri,,population,,,,,
Gestion des archives des juridictions de l'ordre judiciaire. Tris et versement aux Archives départementales,https://francearchives.gouv.fr/circulaire/DPACI_RES_2003_009,DPACI_RES_2003_009,Circulaire,SJ 03 013 DSJ,JUSG0360064C,en vigueur (partiellement abrogée / modifiée),,,https://francearchives.gouv.fr/file/43cd6172f409c6314900e5132b7b3785268cf4d8/static_1873.pdf,https://francearchives.gouv.fr/file/c1f26d12f00b176dfc6a44e09c2f9d25287adc46/DPACI_RES_2003_009_manuel.pdf; https://francearchives.gouv.fr/file/70771535b22483565e1f2a746ca42b65eb50b847/DPACI_RES_2003_009%20memento.pdf; https://francearchives.gouv.fr/file/015623ea25f58fe9c94ac6dc9bb6e90992ef8e36/DPACI_RES_2003_009.pdf; https://francearchives.gouv.fr/file/6e0d5fa73910f18b59490f23b1b2b3e0c7f2a04d/DPACI_RES_2003_009%20Tableaux.pdf,10/09/2003,Circulaire,DPACI/RES/2003/009,10/09/2003,"France. Cour d'appel France. Cour d'assises (chef-lieu de département) France. Tribunal de grande instance (commune, département) France. Tribunal correctionnel France. Tribunal d'instance (commune, département)France. Tribunal de police (chef-lieu de canton, département)France. Conseil de prud'hommes (commune, département)",,06/10/2008,,,Circulaire de tri,,justice,,,AD_94_9,DPACI_RES_2008_011; DPACI_RES_2009_015,
Guide de(s) sources et guides de recherche. Modélisation,https://francearchives.gouv.fr/circulaire/DITN_RES_2003_001,DITN_RES_2003_001,,,,en vigueur,,,https://francearchives.gouv.fr/file/95a92241e82ef256395aea45a5263e3ec121ef0a/Note_DITN_RES_2003_001.pdf,,,Note,DITN/RES/2003/001,17/10/2003,,,,,,Description archivistique,,,,,,,
Traitement et conservation des archives relatives aux élections politiques postérieures à 1945,https://francearchives.gouv.fr/circulaire/DPACI_RES_2004_001,DPACI_RES_2004_001,,,INTK400001C,en vigueur,,,https://francearchives.gouv.fr/file/9c0f2cc229fd9e3f5a1f12100e67007ae317113c/static_750.pdf,https://francearchives.gouv.fr/file/12a346e7543c913f050b08f955351a060b1f37eb/static_751.pdf; https://francearchives.gouv.fr/file/4f1e23597475d91e98c7ba5e66b7a2424ddc1691/static_752.pdf,,Instruction,DPACI/RES/2004/001,05/01/2004,"Département. Préfecture
Département. Sous-préfecture (commune)
Commune (nom du département ou rien si c'est le chef-lieu)",,,,,Circulaire de tri,,élection,,,AD_11338_7016; AD_70_6; AD_89_2; AD_93_1,,
Tri et conservation des archives publiques de l'Office national interprofessionnel des vins (Onivins) : délégations régionales,https://francearchives.gouv.fr/circulaire/DPACI_RES_2004_002,DPACI_RES_2004_002,,,,caduc,,,https://francearchives.gouv.fr/file/bd1099be8b4844c0b50252e6540a140218e6cbc8/static_1021.pdf,,,Instruction,DPACI/RES/2004/002,06/01/2004,Office national interprofessionnel des vins (France). Délégation régionale (région),ONIVINS,,,,Circulaire de tri,,agriculture,,,,,
Traitement des archives relatives aux enquêtes réalisées par le service central des enquêtes et études statistiques (SCEES) et par les services régionaux et départementaux des services statistiques,https://francearchives.gouv.fr/circulaire/DPACI_RES_2004_004,DPACI_RES_2004_004,Circulaire,SCOM/SA/CE2004-4,,abrogée,,,https://francearchives.gouv.fr/file/cd9bdaec032f43a5227ce5dec9a375fb4da5e6c1/DPACI_RES_2004_04.pdf,,12/02/2004,Instruction,DPACI/RES/2004/004,12/02/2004,Département. Service départemental des statistiques agricoles,,,18/10/2006,DPACI_RES_2006_014|,Circulaire de tri,,agriculture,statistique,recensement,,,AD_96_4
"Reversement aux Archives départementales des registres matricules du recrutement militaire, classe 1931",https://francearchives.gouv.fr/circulaire/DPACI_RES_2004_005,DPACI_RES_2004_005,,,,ponctuel,,,https://francearchives.gouv.fr/file/5d3f7c5bc1fd4996c147ca67e80673fa97710adc/static_910.pdf,,,Instruction,DPACI/RES/2004/005,24/03/2004,"France. Centre du service national
France. Bureau du service national (commune, département)",,,,,Circulaire de tri,,armée,registre matricule,,,,
Archivage des documents produits par les administrations des parcs naturels régionaux,https://francearchives.gouv.fr/circulaire/DPACI_RES_2004_007,DPACI_RES_2004_007,,,,en vigueur,,,https://francearchives.gouv.fr/file/7c847b8d47659b1c4138c3f33d0ef954eda90bf4/static_912.pdf,https://francearchives.gouv.fr/file/01bd647ad9eb98dcf0e4e7cf987246dd86444cb5/static_913.pdf; https://francearchives.gouv.fr/file/a2ccc137e7556e1f9a894fdb2b11b9264967c08e/static_914.pdf,,Instruction,DPACI/RES/2004/007,26/04/2004,Parc naturel régional,PNR,20/01/2005,,,Préparation de la collecte,,environnement; équipement,,,,DPACI_RES_2005_002,
Cahier des clauses techniques particulières relatives à la restauration de sceaux authentiques conservés dans les services publics d'archives,https://francearchives.gouv.fr/circulaire/DPACI_RES_2004_008,DPACI_RES_2004_008,,DPACI/RES/2004/008 ,,en vigueur,,,https://francearchives.gouv.fr/file/66a19cf5dfa00fb2da03481882699dad9164aaa2/DPACI_RES_2004_008.pdf,,,,,02/06/2004,,,,,,Conservation préventive,,,,,,,
Enquête nationale sur les fonds d'archives notariales entrées dans les archives départementales ,https://francearchives.gouv.fr/circulaire/DPACI_RES_2004_009,DPACI_RES_2004_009,,,,en vigueur,,,https://francearchives.gouv.fr/file/e275c24fc0e9ad55a85e8c1eddcd3964f4196074/static_915.pdf,,,Instruction,DPACI/RES/2004/009,10/06/2004,Chambre départementale des notaires (département),,,,,Enquête/Partenariat,,officier ministériel,,,,,
Informations sur le service national des archives de La Poste (SNA) et son réseau de responsables territoriaux archives. Relance d'une politique de collecte des archives définitives des entités territoriales et cas particulier des dossiers de personnel,https://francearchives.gouv.fr/circulaire/DPACI_RES_2004_011,DPACI_RES_2004_011,,,,ponctuel,,,https://francearchives.gouv.fr/file/22968f17b4006a180eaf5d55e6831e398077ceae/static_782.pdf,,,Circulaire,DPACI/RES/2004/011,15/06/2004,La Poste,,,,,Circulaire de tri,,poste; communications; personnel,dossier de carrière,gestion du personnel,,,
Note relative à la surcharge à prendre  en compte dans les magasins d’archives,https://francearchives.gouv.fr/circulaire/DITN_RES_2004_001,DITN_RES_2004_001,,,,en vigueur,,,https://francearchives.gouv.fr/file/fe8f8f349725252d18dd6b5eb268fa8048afd617/DITN_RES_2004_001.pdf,,,Note d'information,DITN-RES-2004-001,16/07/2004,,,,,,Bâtiment d'archives,,,,,,,
Sauvegarde et collecte des archives relatives à la politique de la ville,https://francearchives.gouv.fr/circulaire/DPACI_RES_2004_015,DPACI_RES_2004_015,,,,en vigueur,,,https://francearchives.gouv.fr/file/b64be08bac5b97577ceb0aeba2d9ef8b9656a368/static_780.pdf,,,Instruction,DPACI/RES/2004/015,23/07/2004,,,,,,Enquête/Partenariat,,aménagement du territoire,,,,,
Étude statistique des demandes de dérogation aux règles de communicabilité des archives publiques formulées en 2003.,https://francearchives.gouv.fr/circulaire/DPACI_RES_2004_016,DPACI_RES_2004_016,,,,ponctuel,,https://francearchives.fr/fr/article/38082,https://francearchives.gouv.fr/file/31f40cb4c629fb9be8262b856004e3b6dbe88733/DPACI_RES_2004_016.pdf,,,Note d'information,DPACI/RES/2004/016,03/09/2004,,,,,,Communicabilité,,culture,,,,,
Tri et conservation des archives des directions régionales des affaires culturelles (DRAC),https://francearchives.gouv.fr/circulaire/DPACI_RES_2004_019,DPACI_RES_2004_019,,,,en vigueur,,,https://francearchives.gouv.fr/file/bb6591aa37e414c83069cde268730f5625bea04a/static_918.pdf,,,Instruction,DPACI/RES/2004/019,21/09/2004,Région. Direction régionale des affaires culturelles,DRAC,,,,Circulaire de tri,,culture,,,,,AD_90_7
Traitement et conservation des archives produites et reçues par les délégations régionales du Centre national de la fonction publique territoriale,https://francearchives.gouv.fr/circulaire/DPACI_RES_2004_020,DPACI_RES_2004_020,,,,en vigueur,,,https://francearchives.gouv.fr/file/1980efb3b3ff27c8508249aaa60ce0acdc15dbe4/static_919.pdf,,,Instruction,DPACI/RES/2004/020,01/10/2004,Centre national de la fonction publique territoriale (France). Délégation régionale (région),CNFPT,,,,Circulaire de tri,,collectivité locale; personnel; enseignement,,,,,
"Diffusion de la norme internationale sur les notices d'autorité utilisées pour les archives relatives aux collectivités, aux personnes ou aux familles ISAAR (CPF)",https://francearchives.gouv.fr/circulaire/DITN_RES_2004_002,DITN_RES_2004_002,,,,en vigueur,,,https://francearchives.gouv.fr/file/ad1d24044222f69394059d99c649f5c65eff0029/Note_d%27information_DITN_RES_2004_002.pdf,,,Note d'information,DITN/RES/2004/002,12/10/2004,,,,,,Description archivistique,,,,,,,
Archives pénitentiaires. Carte des fermeture et changements de destination d'établissements pénitentiaires,https://francearchives.gouv.fr/circulaire/DPACI_RES_2004_021,DPACI_RES_2004_021,,,,ponctuel,,,https://francearchives.gouv.fr/file/2a92651600cbe78bd85811faad26285a6def5f43/DPACI_RES_2004_021.pdf,,,Circulaire,DPACI/RES/2004/021,28/10/2004,"France. Etablisssement pénitentiaire Dénomination (commune, département)",,,,,Circulaire de tri,,justice,,,,,
"Documents normatifs en matière de conception, de construction et d'aménagement des bâtiments d'archives",https://francearchives.gouv.fr/circulaire/DITN_RES_2004_005,DITN_RES_2004_005,,,,en vigueur (partiellement abrogée / modifiée),,,https://francearchives.gouv.fr/file/1b0f87eba8efcc70f73b517c0d4fdd60f5778835/DITN_RES_2004_005.pdf,,,Instruction,DITN/RES/2004/005,02/12/2004,,,,,,Bâtiment d'archives,,,,,,,
